station,departure_plan_datetime,category,long,lat,arrival_delay_m,departure_delay_m,departure_plan_hour,date,hour,day_of_week,state,city,temperature,rained
Dallgow-Döberitz,2024-06-25 12:00:00,5.000000,13.059037,52.543554,0.250000,0.250000,12.000000,2024-06-25,12,1,Brandenburg,Dallgow (b Berlin),26.050000,False
Prenzlau,2024-06-25 06:00:00,4.000000,13.866532,53.321608,1.333333,1.666667,6.000000,2024-06-25,6,1,Brandenburg,Prenzlau,20.700000,False
Potsdam Park Sanssouci,2024-06-26 23:00:00,3.000000,13.014512,52.394108,0.666667,0.666667,23.000000,2024-06-26,23,2,Brandenburg,Potsdam,22.300000,False
Falkenberg (Elster),2024-06-24 04:00:00,3.000000,13.247685,51.583620,0.000000,0.000000,4.000000,2024-06-24,4,0,Brandenburg,Falkenberg (Elster),14.450000,False
Hohen Neuendorf (b Berlin),2024-06-26 18:00:00,5.000000,13.287091,52.669072,0.583333,0.416667,18.000000,2024-06-26,18,2,Brandenburg,Hohen Neuendorf,28.500000,False
Berlin-Kaulsdorf,2024-06-27 09:00:00,4.000000,13.588940,52.512093,1.083333,0.916667,9.000000,2024-06-27,9,3,Berlin,Berlin,25.300000,False
Berlin-Hermsdorf,2024-06-23 16:00:00,4.000000,13.307690,52.617782,0.000000,0.000000,16.000000,2024-06-23,16,6,Berlin,Berlin,21.950000,False
Messe Süd (Eichkamp),2024-06-23 13:00:00,5.000000,13.270118,52.498750,0.250000,0.166667,13.000000,2024-06-23,13,6,Berlin,Berlin,21.300000,False
Falkenberg (Elster),2024-06-25 12:00:00,3.000000,13.247685,51.583620,0.142857,0.571429,12.000000,2024-06-25,12,1,Brandenburg,Falkenberg (Elster),24.800000,False
Seddin,2024-06-24 08:00:00,5.000000,12.985452,52.291840,0.333333,0.666667,8.000000,2024-06-24,8,0,Brandenburg,Seddin,20.800000,False
Hoppegarten (Mark),2024-06-27 09:00:00,4.000000,13.672956,52.518122,1.000000,1.142857,9.000000,2024-06-27,9,3,Brandenburg,Hoppegarten,25.300000,False
Jungfernheide,2024-06-26 08:00:00,4.000000,13.299437,52.530276,0.428571,0.714286,8.000000,2024-06-26,8,2,Berlin,Berlin,25.700000,False
Bundesplatz,2024-06-27 12:00:00,4.000000,13.329590,52.477617,0.041667,0.000000,12.000000,2024-06-27,12,3,Berlin,Berlin,27.950000,False
Schulzendorf (b Tegel),2024-06-24 08:00:00,5.000000,13.245929,52.613096,1.333333,1.666667,8.000000,2024-06-24,8,0,Berlin,Berlin,20.300000,False
Landsberger Allee,2024-06-25 09:00:00,4.000000,13.454567,52.529593,0.305556,0.222222,9.000000,2024-06-25,9,1,Berlin,Berlin,23.700000,False
Berlin-Halensee,2024-06-26 14:00:00,4.000000,13.290326,52.496254,0.100000,0.066667,14.000000,2024-06-26,14,2,Berlin,Berlin,30.750000,False
Albrechtshof,2024-06-24 08:00:00,5.000000,13.128917,52.549396,0.400000,0.400000,8.000000,2024-06-24,8,0,Berlin,Berlin,20.300000,False
Luckenwalde,2024-06-25 09:00:00,5.000000,13.160409,52.090590,0.750000,1.250000,9.000000,2024-06-25,9,1,Brandenburg,Luckenwalde,23.700000,False
Berlin Zoologischer Garten,2024-06-25 12:00:00,2.000000,13.332445,52.507341,1.636364,1.636364,12.000000,2024-06-25,12,1,Berlin,Berlin,26.050000,False
Berlin-Tegel,2024-06-23 13:00:00,4.000000,13.289781,52.587998,0.000000,0.000000,13.000000,2024-06-23,13,6,Berlin,Berlin,21.300000,False
Olympiastadion,2024-06-26 15:00:00,3.000000,13.242389,52.511166,1.692308,1.538462,15.000000,2024-06-26,15,2,Berlin,Berlin,31.200000,False
Neuzelle,2024-06-23 17:00:00,5.000000,14.648866,52.098797,1.000000,0.500000,17.000000,2024-06-23,17,6,Brandenburg,Neuzelle,21.300000,False
Lichterfelde Süd,2024-06-24 11:00:00,5.000000,13.309040,52.410899,0.166667,0.333333,11.000000,2024-06-24,11,0,Berlin,Berlin,21.850000,False
Berlin-Friedrichstraße,2024-06-27 12:00:00,2.000000,13.387206,52.520373,0.454545,0.545455,12.000000,2024-06-27,12,3,Berlin,Berlin,27.700000,False
Guben,2024-06-26 20:00:00,5.000000,14.706775,51.957203,1.000000,1.000000,20.000000,2024-06-26,20,2,Brandenburg,Guben,22.300000,False
Seegefeld,2024-06-23 20:00:00,5.000000,13.116810,52.552480,1.666667,1.833333,20.000000,2024-06-23,20,6,Brandenburg,Falkensee,17.850000,False
Westend,2024-06-26 04:00:00,4.000000,13.284638,52.518070,0.071429,0.142857,4.000000,2024-06-26,4,2,Berlin,Berlin,17.700000,False
Nikolassee,2024-06-26 00:00:00,4.000000,13.193643,52.431807,1.833333,2.000000,0.000000,2024-06-26,0,2,Berlin,Berlin,18.350000,False
Cottbus Hbf,2024-06-25 13:00:00,2.000000,14.324162,51.750957,0.285714,0.000000,13.000000,2024-06-25,13,1,Brandenburg,Cottbus,26.050000,False
Königs Wusterhausen,2024-06-26 20:00:00,3.000000,13.631472,52.296635,1.000000,0.750000,20.000000,2024-06-26,20,2,Brandenburg,Königs Wusterhausen,24.350000,False
Berlin Ostbahnhof,2024-06-25 01:00:00,1.000000,13.434681,52.510488,0.571429,0.714286,1.000000,2024-06-25,1,1,Berlin,Berlin,16.300000,False
Berlin-Marienfelde,2024-06-25 16:00:00,5.000000,13.375127,52.423634,1.083333,1.333333,16.000000,2024-06-25,16,1,Berlin,Berlin,24.650000,False
Hermannstraße,2024-06-23 20:00:00,4.000000,13.431313,52.467510,0.000000,0.000000,20.000000,2024-06-23,20,6,Berlin,Berlin,18.650000,False
Rathaus Steglitz,2024-06-25 09:00:00,4.000000,13.322948,52.455833,0.285714,0.428571,9.000000,2024-06-25,9,1,Berlin,Berlin,24.200000,False
Oranienburg,2024-06-25 13:00:00,3.000000,13.249613,52.753653,0.222222,0.333333,13.000000,2024-06-25,13,1,Brandenburg,Oranienburg,26.800000,False
Guben,2024-06-25 17:00:00,5.000000,14.706775,51.957203,0.750000,1.000000,17.000000,2024-06-25,17,1,Brandenburg,Guben,24.450000,False
Berlin-Hohenschönhausen,2024-06-24 11:00:00,3.000000,13.512422,52.566002,0.500000,0.166667,11.000000,2024-06-24,11,0,Berlin,Berlin,22.050000,False
Berlin-Pankow,2024-06-27 12:00:00,5.000000,13.410770,52.566477,0.080000,0.080000,12.000000,2024-06-27,12,3,Berlin,Berlin,28.950000,False
Westend,2024-06-25 05:00:00,4.000000,13.284638,52.518070,0.041667,0.166667,5.000000,2024-06-25,5,1,Berlin,Berlin,16.600000,False
Berlin-Blankenburg,2024-06-26 19:00:00,4.000000,13.443330,52.591164,0.550000,0.500000,19.000000,2024-06-26,19,2,Berlin,Berlin,26.150000,False
Yorckstraße,2024-06-27 04:00:00,5.000000,13.372128,52.491170,0.300000,0.400000,4.000000,2024-06-27,4,3,Berlin,Berlin,22.500000,False
Berlin-Grünau,2024-06-27 15:00:00,4.000000,13.573497,52.413028,0.312500,0.375000,15.000000,2024-06-27,15,3,Berlin,Berlin,30.250000,False
Lichtenrade,2024-06-27 00:00:00,5.000000,13.396175,52.387297,0.600000,0.400000,0.000000,2024-06-27,0,3,Berlin,Berlin,21.000000,False
Röntgental,2024-06-27 12:00:00,5.000000,13.513799,52.648798,0.500000,0.666667,12.000000,2024-06-27,12,3,Brandenburg,Panketal,28.950000,False
Tiergarten,2024-06-23 16:00:00,4.000000,13.336392,52.514061,0.642857,0.547619,16.000000,2024-06-23,16,6,Berlin,Berlin,21.950000,False
Oranienburg,2024-06-24 13:00:00,3.000000,13.249613,52.753653,0.000000,0.000000,13.000000,2024-06-24,13,0,Brandenburg,Oranienburg,24.950000,False
Berlin-Wannsee,2024-06-24 08:00:00,2.000000,13.179528,52.420972,0.750000,0.750000,8.000000,2024-06-24,8,0,Berlin,Berlin,20.300000,False
Ludwigsfelde,2024-06-25 04:00:00,4.000000,13.267319,52.298098,0.000000,0.000000,4.000000,2024-06-25,4,1,Brandenburg,Ludwigsfelde,15.600000,False
Heidelberger Platz,2024-06-24 20:00:00,4.000000,13.312018,52.479972,0.133333,0.133333,20.000000,2024-06-24,20,0,Berlin,Berlin,18.050000,False
Berlin-Wannsee,2024-06-24 00:00:00,2.000000,13.179528,52.420972,0.200000,0.200000,0.000000,2024-06-24,0,0,Berlin,Berlin,13.100000,False
Schönhauser Allee,2024-06-25 00:00:00,4.000000,13.415460,52.549200,0.055556,0.111111,0.000000,2024-06-25,0,1,Berlin,Berlin,16.200000,False
Berlin-Kaulsdorf,2024-06-26 04:00:00,4.000000,13.588940,52.512093,0.000000,0.000000,4.000000,2024-06-26,4,2,Berlin,Berlin,18.000000,False
Trebbin,2024-06-24 08:00:00,5.000000,13.230382,52.217618,0.000000,0.500000,8.000000,2024-06-24,8,0,Brandenburg,Trebbin,20.800000,False
Beusselstraße,2024-06-25 13:00:00,4.000000,13.329042,52.534354,0.000000,0.052632,13.000000,2024-06-25,13,1,Berlin,Berlin,26.450000,False
Berlin Ostkreuz,2024-06-23 22:00:00,2.000000,13.469105,52.503037,0.857143,0.785714,22.000000,2024-06-23,22,6,Berlin,Berlin,17.350000,False
Hackescher Markt,2024-06-24 21:00:00,4.000000,13.402364,52.522622,0.500000,0.533333,21.000000,2024-06-24,21,0,Berlin,Berlin,18.300000,False
Greifswalder Straße,2024-06-25 09:00:00,4.000000,13.439561,52.540020,0.138889,0.194444,9.000000,2024-06-25,9,1,Berlin,Berlin,23.800000,False
Hermannstraße,2024-06-23 17:00:00,4.000000,13.431313,52.467510,0.060606,0.090909,17.000000,2024-06-23,17,6,Berlin,Berlin,21.350000,False
Berlin Ostkreuz,2024-06-24 01:00:00,2.000000,13.469105,52.503037,0.000000,0.000000,1.000000,2024-06-24,1,0,Berlin,Berlin,14.450000,False
Stresow,2024-06-26 14:00:00,5.000000,13.209125,52.531976,0.333333,0.416667,14.000000,2024-06-26,14,2,Berlin,Berlin,30.750000,False
Messe Süd (Eichkamp),2024-06-25 11:00:00,5.000000,13.270118,52.498750,0.307692,0.153846,11.000000,2024-06-25,11,1,Berlin,Berlin,25.550000,False
Botanischer Garten,2024-06-25 12:00:00,4.000000,13.306766,52.447784,0.000000,0.000000,12.000000,2024-06-25,12,1,Berlin,Berlin,26.050000,False
Berlin-Halensee,2024-06-23 14:00:00,4.000000,13.290326,52.496254,0.111111,0.000000,14.000000,2024-06-23,14,6,Berlin,Berlin,21.900000,False
Rathenow,2024-06-25 05:00:00,4.000000,12.354840,52.599640,0.333333,0.000000,5.000000,2024-06-25,5,1,Brandenburg,Rathenow,17.250000,False
Attilastraße,2024-06-27 10:00:00,4.000000,13.360951,52.447681,0.333333,0.166667,10.000000,2024-06-27,10,3,Berlin,Berlin,24.200000,True
Bellevue,2024-06-23 20:00:00,4.000000,13.348263,52.519955,0.261905,0.214286,20.000000,2024-06-23,20,6,Berlin,Berlin,17.850000,False
Berlin-Wannsee,2024-06-25 23:00:00,2.000000,13.179528,52.420972,1.250000,1.250000,23.000000,2024-06-25,23,1,Berlin,Berlin,18.950000,False
Friedenau,2024-06-25 21:00:00,4.000000,13.341388,52.470586,0.307692,0.230769,21.000000,2024-06-25,21,1,Berlin,Berlin,20.050000,False
Schulzendorf (b Tegel),2024-06-25 17:00:00,5.000000,13.245929,52.613096,0.833333,1.000000,17.000000,2024-06-25,17,1,Berlin,Berlin,24.450000,False
Königs Wusterhausen,2024-06-26 06:00:00,3.000000,13.631472,52.296635,0.083333,0.333333,6.000000,2024-06-26,6,2,Brandenburg,Königs Wusterhausen,21.800000,False
Königs Wusterhausen,2024-06-23 23:00:00,3.000000,13.631472,52.296635,0.142857,0.285714,23.000000,2024-06-23,23,6,Brandenburg,Königs Wusterhausen,15.350000,False
Birkenwerder (b Berlin),2024-06-24 23:00:00,4.000000,13.288772,52.688249,1.000000,1.000000,23.000000,2024-06-24,23,0,Brandenburg,Birkenwerder,15.350000,False
Ahrensfelde,2024-06-27 10:00:00,4.000000,13.565154,52.571375,0.000000,0.500000,10.000000,2024-06-27,10,3,Berlin,Berlin,27.200000,False
Hermannstraße,2024-06-26 03:00:00,4.000000,13.431313,52.467510,0.000000,0.000000,3.000000,2024-06-26,3,2,Berlin,Berlin,17.700000,False
Potsdam Hbf,2024-06-26 15:00:00,2.000000,13.066703,52.391509,1.461538,1.384615,15.000000,2024-06-26,15,2,Brandenburg,Potsdam,30.700000,False
Messe Nord / ICC (Witzleben),2024-06-23 17:00:00,4.000000,13.283445,52.507525,0.000000,0.277778,17.000000,2024-06-23,17,6,Berlin,Berlin,21.200000,False
Friedrichsfelde Ost,2024-06-27 09:00:00,4.000000,13.520254,52.514169,0.448276,0.551724,9.000000,2024-06-27,9,3,Berlin,Berlin,25.300000,False
Seddin,2024-06-26 17:00:00,5.000000,12.985452,52.291840,1.500000,1.750000,17.000000,2024-06-26,17,2,Brandenburg,Seddin,29.150000,False
Bornholmer Straße,2024-06-27 06:00:00,3.000000,13.397943,52.554491,0.458333,0.333333,6.000000,2024-06-27,6,3,Berlin,Berlin,24.000000,False
Guben,2024-06-25 05:00:00,5.000000,14.706775,51.957203,0.500000,1.500000,5.000000,2024-06-25,5,1,Brandenburg,Guben,16.950000,False
Guben,2024-06-25 06:00:00,5.000000,14.706775,51.957203,0.250000,0.750000,6.000000,2024-06-25,6,1,Brandenburg,Guben,19.950000,False
Wedding,2024-06-24 01:00:00,4.000000,13.368170,52.543251,0.250000,0.250000,1.000000,2024-06-24,1,0,Berlin,Berlin,14.450000,False
Teltow Stadt,2024-06-23 13:00:00,5.000000,13.276623,52.396906,0.000000,0.000000,13.000000,2024-06-23,13,6,Brandenburg,Teltow,21.300000,False
Finsterwalde (Niederlausitz),2024-06-27 09:00:00,5.000000,13.710388,51.637001,0.500000,0.500000,9.000000,2024-06-27,9,3,Brandenburg,Finsterwalde ,24.500000,False
Seegefeld,2024-06-26 22:00:00,5.000000,13.116810,52.552480,0.500000,0.750000,22.000000,2024-06-26,22,2,Brandenburg,Falkensee,23.300000,False
Stresow,2024-06-26 04:00:00,5.000000,13.209125,52.531976,0.200000,0.200000,4.000000,2024-06-26,4,2,Berlin,Berlin,17.700000,False
Hackescher Markt,2024-06-24 00:00:00,4.000000,13.402364,52.522622,0.166667,0.266667,0.000000,2024-06-24,0,0,Berlin,Berlin,14.750000,False
Rangsdorf,2024-06-24 12:00:00,5.000000,13.430890,52.293948,0.000000,0.000000,12.000000,2024-06-24,12,0,Brandenburg,Rangsdorf,24.050000,False
Berlin-Tegel,2024-06-24 01:00:00,4.000000,13.289781,52.587998,0.500000,0.333333,1.000000,2024-06-24,1,0,Berlin,Berlin,12.750000,False
Berlin-Kaulsdorf,2024-06-27 08:00:00,4.000000,13.588940,52.512093,0.380952,0.285714,8.000000,2024-06-27,8,3,Berlin,Berlin,24.500000,False
Röntgental,2024-06-26 15:00:00,5.000000,13.513799,52.648798,0.500000,0.500000,15.000000,2024-06-26,15,2,Brandenburg,Panketal,30.650000,False
Calau (Niederlausitz),2024-06-26 22:00:00,4.000000,13.979820,51.738118,0.000000,0.000000,22.000000,2024-06-26,22,2,Brandenburg,Calau ,20.500000,False
Berlin-Schöneweide Pbf,2024-06-24 20:00:00,3.000000,13.509395,52.455127,1.666667,1.333333,20.000000,2024-06-24,20,0,Berlin,Berlin,19.450000,False
Senftenberg,2024-06-26 12:00:00,5.000000,14.003905,51.526941,0.750000,0.750000,12.000000,2024-06-26,12,2,Brandenburg,Senftenberg,30.100000,False
Königs Wusterhausen,2024-06-24 12:00:00,3.000000,13.631472,52.296635,0.625000,0.750000,12.000000,2024-06-24,12,0,Brandenburg,Königs Wusterhausen,24.050000,False
Berlin-Wilhelmsruh,2024-06-27 13:00:00,4.000000,13.362976,52.581447,0.277778,0.222222,13.000000,2024-06-27,13,3,Berlin,Berlin,29.000000,False
Westhafen,2024-06-27 10:00:00,4.000000,13.344253,52.536250,0.125000,0.041667,10.000000,2024-06-27,10,3,Berlin,Berlin,24.250000,True
Berlin-Charlottenburg,2024-06-26 11:00:00,3.000000,13.302330,52.504213,0.500000,0.800000,11.000000,2024-06-26,11,2,Berlin,Berlin,28.950000,False
Nauen,2024-06-25 10:00:00,3.000000,12.885559,52.612696,0.166667,1.500000,10.000000,2024-06-25,10,1,Brandenburg,Nauen,24.550000,False
Elstal,2024-06-26 07:00:00,5.000000,13.000114,52.547490,0.500000,0.750000,7.000000,2024-06-26,7,2,Brandenburg,Wustermark,22.900000,False
Falkensee,2024-06-25 05:00:00,5.000000,13.089636,52.559772,0.250000,0.000000,5.000000,2024-06-25,5,1,Brandenburg,Falkensee,16.600000,False
Mahlow,2024-06-26 18:00:00,5.000000,13.407932,52.360540,0.833333,0.666667,18.000000,2024-06-26,18,2,Brandenburg,Mahlow,27.700000,False
Westend,2024-06-23 19:00:00,4.000000,13.284638,52.518070,0.210526,0.368421,19.000000,2024-06-23,19,6,Berlin,Berlin,19.350000,False
Rathaus Steglitz,2024-06-26 23:00:00,4.000000,13.322948,52.455833,0.000000,0.181818,23.000000,2024-06-26,23,2,Berlin,Berlin,22.450000,False
Borgsdorf,2024-06-26 05:00:00,5.000000,13.276750,52.715252,1.000000,1.166667,5.000000,2024-06-26,5,2,Brandenburg,Hohen Neuendorf OTBorgsdo,20.750000,False
Potsdam Medienstadt Babelsberg,2024-06-27 15:00:00,5.000000,13.122284,52.382659,0.600000,0.800000,15.000000,2024-06-27,15,3,Brandenburg,Potsdam,27.800000,False
Doberlug-Kirchhain,2024-06-26 11:00:00,4.000000,13.564241,51.620576,1.400000,1.800000,11.000000,2024-06-26,11,2,Brandenburg,Doberlug-Kirchhain,30.150000,False
Südende,2024-06-26 08:00:00,5.000000,13.353894,52.448457,0.500000,0.750000,8.000000,2024-06-26,8,2,Berlin,Berlin,26.300000,False
Erkner,2024-06-25 05:00:00,3.000000,13.752244,52.427561,1.000000,1.000000,5.000000,2024-06-25,5,1,Brandenburg,Erkner,17.600000,False
Velten (Mark),2024-06-23 23:00:00,4.000000,13.172034,52.684889,0.500000,0.500000,23.000000,2024-06-23,23,6,Brandenburg,Velten ,13.400000,False
Hohen Neuendorf (b Berlin),2024-06-23 22:00:00,5.000000,13.287091,52.669072,0.333333,0.222222,22.000000,2024-06-23,22,6,Brandenburg,Hohen Neuendorf,15.200000,False
Eisenhüttenstadt,2024-06-27 12:00:00,5.000000,14.658435,52.147980,0.000000,0.000000,12.000000,2024-06-27,12,3,Brandenburg,Eisenhüttenstadt,29.850000,False
Wedding,2024-06-26 10:00:00,4.000000,13.368170,52.543251,0.454545,0.590909,10.000000,2024-06-26,10,2,Berlin,Berlin,28.550000,False
Treptower Park,2024-06-23 20:00:00,4.000000,13.461441,52.493559,0.161290,0.161290,20.000000,2024-06-23,20,6,Berlin,Berlin,18.650000,False
Botanischer Garten,2024-06-25 08:00:00,4.000000,13.306766,52.447784,0.083333,0.125000,8.000000,2024-06-25,8,1,Berlin,Berlin,23.350000,False
Beusselstraße,2024-06-25 03:00:00,4.000000,13.329042,52.534354,0.000000,0.000000,3.000000,2024-06-25,3,1,Berlin,Berlin,14.250000,False
Dallgow-Döberitz,2024-06-26 11:00:00,5.000000,13.059037,52.543554,0.250000,0.000000,11.000000,2024-06-26,11,2,Brandenburg,Dallgow (b Berlin),28.950000,False
Wilhelmshagen,2024-06-26 17:00:00,5.000000,13.722143,52.438711,0.666667,0.916667,17.000000,2024-06-26,17,2,Berlin,Berlin,28.950000,False
Raoul-Wallenberg-Straße,2024-06-25 14:00:00,5.000000,13.547460,52.550681,0.461538,0.230769,14.000000,2024-06-25,14,1,Berlin,Berlin,24.050000,False
Strausberg,2024-06-27 13:00:00,4.000000,13.833498,52.532083,0.500000,0.500000,13.000000,2024-06-27,13,3,Brandenburg,Strausberg,30.550000,False
Humboldthain,2024-06-26 01:00:00,4.000000,13.379277,52.544795,0.720000,0.760000,1.000000,2024-06-26,1,2,Berlin,Berlin,18.150000,False
Nauen,2024-06-27 09:00:00,3.000000,12.885559,52.612696,0.000000,0.000000,9.000000,2024-06-27,9,3,Brandenburg,Nauen,26.650000,False
Plänterwald,2024-06-27 11:00:00,4.000000,13.473126,52.478542,0.388889,0.611111,11.000000,2024-06-27,11,3,Berlin,Berlin,26.850000,False
Berlin-Buch,2024-06-26 22:00:00,4.000000,13.492286,52.636162,0.000000,0.142857,22.000000,2024-06-26,22,2,Berlin,Berlin,21.400000,False
Berlin-Köpenick,2024-06-25 08:00:00,4.000000,13.580942,52.458610,0.384615,0.307692,8.000000,2024-06-25,8,1,Berlin,Berlin,22.900000,False
Jüterbog,2024-06-23 20:00:00,4.000000,13.054353,51.997509,0.000000,0.000000,20.000000,2024-06-23,20,6,Brandenburg,Jüterbog,17.300000,False
Mahlow,2024-06-25 06:00:00,5.000000,13.407932,52.360540,0.333333,0.166667,6.000000,2024-06-25,6,1,Brandenburg,Mahlow,20.400000,False
Buckower Chaussee,2024-06-25 08:00:00,5.000000,13.382912,52.410351,0.583333,0.333333,8.000000,2024-06-25,8,1,Berlin,Berlin,23.350000,False
Berlin Anhalter Bahnhof,2024-06-24 15:00:00,3.000000,13.381362,52.503486,0.583333,0.500000,15.000000,2024-06-24,15,0,Berlin,Berlin,24.400000,False
Ruhland,2024-06-25 18:00:00,5.000000,13.870004,51.455319,0.800000,0.800000,18.000000,2024-06-25,18,1,Brandenburg,Ruhland,24.250000,False
Eichwalde,2024-06-27 06:00:00,5.000000,13.615398,52.371352,0.166667,0.250000,6.000000,2024-06-27,6,3,Brandenburg,Eichwalde,23.100000,False
Michendorf,2024-06-27 08:00:00,4.000000,13.030688,52.316344,0.166667,0.333333,8.000000,2024-06-27,8,3,Brandenburg,Michendorf,24.200000,False
Berlin Hauptbahnhof,2024-06-27 03:00:00,1.000000,13.369545,52.525592,0.000000,0.000000,3.000000,2024-06-27,3,3,Berlin,Berlin,21.750000,False
Albrechtshof,2024-06-25 14:00:00,5.000000,13.128917,52.549396,0.000000,0.000000,14.000000,2024-06-25,14,1,Berlin,Berlin,26.600000,False
Dabendorf,2024-06-25 13:00:00,5.000000,13.437290,52.237332,0.000000,0.333333,13.000000,2024-06-25,13,1,Brandenburg,Zossen,25.400000,False
Berlin-Spindlersfeld,2024-06-24 00:00:00,5.000000,13.561448,52.447162,0.000000,0.000000,0.000000,2024-06-24,0,0,Berlin,Berlin,13.750000,False
Alexanderplatz,2024-06-26 22:00:00,3.000000,13.410961,52.521481,0.000000,0.000000,22.000000,2024-06-26,22,2,Berlin,Berlin,24.300000,False
Berlin-Tegel,2024-06-27 04:00:00,4.000000,13.289781,52.587998,0.000000,0.142857,4.000000,2024-06-27,4,3,Berlin,Berlin,21.550000,False
Doberlug-Kirchhain,2024-06-25 08:00:00,4.000000,13.564241,51.620576,0.200000,0.600000,8.000000,2024-06-25,8,1,Brandenburg,Doberlug-Kirchhain,23.200000,False
Priesterweg,2024-06-25 09:00:00,4.000000,13.356281,52.459914,0.125000,0.166667,9.000000,2024-06-25,9,1,Berlin,Berlin,23.800000,False
Berlin-Hermsdorf,2024-06-26 06:00:00,4.000000,13.307690,52.617782,0.111111,0.222222,6.000000,2024-06-26,6,2,Berlin,Berlin,23.250000,False
Prenzlauer Allee,2024-06-24 02:00:00,4.000000,13.426412,52.544615,0.666667,0.833333,2.000000,2024-06-24,2,0,Berlin,Berlin,14.600000,False
Frankfurt (Oder),2024-06-26 19:00:00,2.000000,14.546496,52.336416,1.000000,1.000000,19.000000,2024-06-26,19,2,Brandenburg,Frankfurt (Oder),25.650000,False
Wilhelmshorst,2024-06-23 15:00:00,5.000000,13.067447,52.331486,0.750000,0.750000,15.000000,2024-06-23,15,6,Brandenburg,Michendorf,22.100000,False
Elstal,2024-06-27 04:00:00,5.000000,13.000114,52.547490,0.500000,0.500000,4.000000,2024-06-27,4,3,Brandenburg,Wustermark,20.650000,False
Flughafen BER,2024-06-23 15:00:00,2.000000,13.511950,52.364804,0.384615,0.307692,15.000000,2024-06-23,15,6,Brandenburg,Schönefeld,22.850000,False
Königs Wusterhausen,2024-06-23 18:00:00,3.000000,13.631472,52.296635,0.400000,0.400000,18.000000,2024-06-23,18,6,Brandenburg,Königs Wusterhausen,20.950000,False
Berlin-Hermsdorf,2024-06-24 04:00:00,4.000000,13.307690,52.617782,0.000000,0.000000,4.000000,2024-06-24,4,0,Berlin,Berlin,14.400000,False
Berlin-Neukölln,2024-06-27 05:00:00,3.000000,13.443060,52.469420,0.085714,0.057143,5.000000,2024-06-27,5,3,Berlin,Berlin,23.300000,False
Hoppegarten (Mark),2024-06-25 19:00:00,4.000000,13.672956,52.518122,0.111111,0.333333,19.000000,2024-06-25,19,1,Brandenburg,Hoppegarten,20.850000,False
Berlin-Wannsee,2024-06-23 17:00:00,2.000000,13.179528,52.420972,0.428571,0.428571,17.000000,2024-06-23,17,6,Berlin,Berlin,21.200000,False
Wedding,2024-06-26 08:00:00,4.000000,13.368170,52.543251,0.000000,0.166667,8.000000,2024-06-26,8,2,Berlin,Berlin,26.300000,False
Löwenberg (Mark),2024-06-24 09:00:00,5.000000,13.190055,52.896801,0.000000,0.333333,9.000000,2024-06-24,9,0,Brandenburg,Löwenberger Land-Löwenbe ,20.550000,False
Lichtenrade,2024-06-24 14:00:00,5.000000,13.396175,52.387297,0.000000,0.000000,14.000000,2024-06-24,14,0,Berlin,Berlin,24.350000,False
Eisenhüttenstadt,2024-06-25 13:00:00,5.000000,14.658435,52.147980,0.400000,0.400000,13.000000,2024-06-25,13,1,Brandenburg,Eisenhüttenstadt,24.450000,False
Seegefeld,2024-06-23 15:00:00,5.000000,13.116810,52.552480,1.833333,2.166667,15.000000,2024-06-23,15,6,Brandenburg,Falkensee,22.400000,False
Cottbus Hbf,2024-06-25 09:00:00,2.000000,14.324162,51.750957,0.285714,0.142857,9.000000,2024-06-25,9,1,Brandenburg,Cottbus,24.000000,False
Strausberg Nord,2024-06-24 15:00:00,5.000000,13.908476,52.590146,0.000000,0.333333,15.000000,2024-06-24,15,0,Brandenburg,Strausberg,23.450000,False
Grünbergallee,2024-06-27 05:00:00,5.000000,13.542485,52.399411,0.083333,0.166667,5.000000,2024-06-27,5,3,Berlin,Berlin,22.650000,False
Potsdam Charlottenhof,2024-06-25 18:00:00,4.000000,13.036496,52.392800,0.727273,0.727273,18.000000,2024-06-25,18,1,Brandenburg,Potsdam,23.350000,False
Ludwigsfelde,2024-06-24 22:00:00,4.000000,13.267319,52.298098,1.333333,0.666667,22.000000,2024-06-24,22,0,Brandenburg,Ludwigsfelde,17.300000,False
Messe Süd (Eichkamp),2024-06-25 22:00:00,5.000000,13.270118,52.498750,0.150000,0.200000,22.000000,2024-06-25,22,1,Berlin,Berlin,19.700000,False
Neuzelle,2024-06-23 13:00:00,5.000000,14.648866,52.098797,0.500000,0.000000,13.000000,2024-06-23,13,6,Brandenburg,Neuzelle,22.800000,False
Tiergarten,2024-06-25 05:00:00,4.000000,13.336392,52.514061,0.051282,0.000000,5.000000,2024-06-25,5,1,Berlin,Berlin,16.600000,False
Eisenhüttenstadt,2024-06-27 08:00:00,5.000000,14.658435,52.147980,0.000000,0.000000,8.000000,2024-06-27,8,3,Brandenburg,Eisenhüttenstadt,25.400000,False
Dallgow-Döberitz,2024-06-25 22:00:00,5.000000,13.059037,52.543554,0.000000,0.500000,22.000000,2024-06-25,22,1,Brandenburg,Dallgow (b Berlin),19.700000,False
Cottbus Hbf,2024-06-26 18:00:00,2.000000,14.324162,51.750957,0.555556,2.444444,18.000000,2024-06-26,18,2,Brandenburg,Cottbus,26.150000,False
Potsdam Charlottenhof,2024-06-24 21:00:00,4.000000,13.036496,52.392800,1.000000,1.000000,21.000000,2024-06-24,21,0,Brandenburg,Potsdam,18.100000,False
